komentar,label
soalnya aku abis baca dri buku tempo yg musso soal kejadian madiun brdsarkan wawancara mereka katanya ga terjadi teror yg smpe pembantaian cm melucuti senjata dri pihak militer krn emg posisi mereka yg mau diserang duluan dan abis tu ga terjadi pertumpahan lanjutan,2
kog setiap ada peristiwa penyerangan kantor media dblg kebebasan pers terancam pdhl serangan ke tempo krn ulah iseng pada preman mabok,0
"akun tiktok 
 
 dalam aadk edisi senin maret mengulas tentang teror yang ditujukan kepada kantor redaksi tempo kepala polri memerintahkan pengusutan tuntas terhadap teror potongan kepala babi dan bangkai tikus di kantor redaksi tempo 

tim penyidik dari",1
vdd quem tem car ter fernanda amante de neymar babi zaac ze love elimina oafazenda afazenda,1
belum lagi bocor alus tempo sakau kalo ga ngomongin jokowi sumber pemasukan soalnya,0
belum anjng cepu babi bgst,0
stay safe ya para jurnalis tempo,1
teror beruntun ke jurnalis tempo begini sikap pemerintah jamin kebebasan pers,1
teror kepala babi ke jurnalis tempo bukan sekadar kriminal biasa tapi ancaman serius terhadap demokrasi kita saat wartawan diintimidasi bukan hanya tempo yang diserang tapi hak seluruh rakyat untuk mendapatkan informasi jurnalis adalah mata telinga publik membungkam mereka,0
"mau baca berita lain jadi ketutup 
ya lagian media mainstream dibungkam media pro rakyat dikirim teror lu lu lagi yg nutup berita lain",0
podemos falar sobre como a celeste ficou aliviada de saber que estava tudo bem com o beb dela apesar de n o ser a hora ideal ser m e sempre foi o sonho dela e esse susto s serviu pra ela criar amor pela crian a algo que ela n o tinha tido tempo de digerir garotadomomento,2
akademisi galang petisi lawan teror kepala babi dan tikus terhadap tempo,1
ngomong makasih sambil nahan ngakak wktu kelas jadi kek suara tikus kejepit,0
contohnya ya itu kantor tempo dikirimin kepala babi sama tikus yg kepalanya dipenggal thats scary and the fact the governments reaction malah disepelin is scary they dont care abt us anymore and if u arent forcing urself to be aware then this country will fall right,0
gemoy ini dah pikun bocor alus tapi keliling,0
ya tuhan udah bulan presiden ganti tapi mereka masih marah sama jokowi kayak mantan yang ga bisa move on mungkin karena demokrasi jadi serasa dikunci rapat media dibungkam sama kpk dilemahin terus anaknya gibran jadi wapres lelet jalur nepo baby kaesang ketua partai,0
tak hanya dibuntuti ini sederet ancaman yang diterima kejagung saat bongkar korupsi timah tempometro,1
"kronologi yg saya tau 

tempo di kirimi kepala babi

tempo sebut keterlibatan don di judol kamboja",0
"babi yg dikirim untuk kak cica 
 
 itu sebuah gambaran bahwa kuping si babi yg dipotong mirip sifat beliau yg tidak akan pernah mendengar aspirasi rakyat",0
"tikus jo ahh spya bsar rt cica tumis jo d rt 
 
 apa kang trg p menu ni mlm laparr qt",2
pls leave enhypen alone sasaeng anj knetz babi,0
tadi dari arah purwakarta ke karawang nyoba lewat kota industri bic cikampek luas banget mana di portal smw trus gw ampir mewek gara gara gak keluar keluar trus di arahin google map lewat jalan tikus jembatan gantung ngeri sedep sih,0
presiden prabowo subianto marah kepada hasan nasbi karena mengeluarkan pernyataan kontroversial setelah terjadi teror kepala babi ke kantor tempo mengutus menteri ham natalius pigai saksikan bocor alus politik setiap hari sabtu pukul wib di youtube tempodotoco spotify,1
waduh di depan ada tikus takut,0
o gui feliz e ao mesmo tempo desanimado ele queria estar com outras pessoas ali,2
come ando andor e isso quer dizer que vou sumir da internet por tempo indeterminado at assistir bjs,1
delapan warga palestina tewas diserang israel saat mengantre roti tempodunia,1
"p rt 
 
 iiieew s rt 
 
 rt 
 
 menionpa ngn pe tmng yang panako cica kekrlak tikus",0
"kapolri perintahkan cari pelaku teror kantor tempo

kantor redaksi tempo dua kali menerima paket misterius berisi kepala babi dan bangkai tikus",1
bahkan saat pengiriman kepala babi terjadi tempo memanfaatkannya untuk menggiring opini dan memanfaatkan moment tersebut untuk playing victim,1
kalo majikan tiba bawa tikus langsung takut banget traumanya gak bisa ilang,0
"tempo tuh media yang lebih suka jadi tukang gosip daripada jurnalis sejati mediatempopengkhianatbangsa
pengkritiknyelekit dikontrolduit",0
maaf atas keterlambatan insiden kepala babi di kantor tempo jakarta pada maret kemungkinan intimidasi terhadap jurnalis karena babi dianggap haram di indonesia yang mayoritas muslim tempo menduga ini teror untuk halangi jurnalisme tak ada laporan serupa di media,0
"kegoblokan yg sudah menjalar keotak pejabat 
 
 gedung milik rakyat kalian semua pejabat ma digaji duit rakyat kenapa pers yg jelas informasi rakyat malah dilarang meliput kegoblokan unfaedah",0
seorang jurnalis tempo mengalami upaya peretasan terhadap ponselnya setelah menulis berita tentang kasus korupsi bansos covid temponasional,1
"o tempo passou e eu sofri calado
n o deu pra tirar ela do pensamento",2
ya klo tempo salah bredel aja nggak usah kirim kepala babi ma bangkai tikus berani enggak pemerintah bukan main pinggiran opini pakai buzzer tempo di danai asing jelas tempo ini perusahaan tbk klo enggak percaya periksa aj laporan keuangnya tempo di idx,0
berita tempo bom mobil hantam kantor polisi di damaskus mati suriah masih melancarkan serangan ke t,1
kemaren kemaren tempo dikirimin tikus dengan kepala yg udah kepenggal setelah sebelumnya dikirimi kepala babi emang gabisa dan ga dibiarin tenang,0
"justr krna itu pr jg bza kmn rt 
 
 pr jg nulis press release rt gpp hehe drpd jurnalis kerjany cm nuliss rt",1
lha dulu ketika iran kasih ultimatum israel akan diserang dlm tempo jam atau lebih lu tagih tagih mana tuh serangan iran eh giliran iran beneran nyerang dn setanyahu kalang kabut dan warga bintang biru kaburr eksodus pulkam minta perlindungan ke paman dan majikannya as uk,0
bener kata rr kalo mau detektif an gitu jadi jurnalis abis liat video tempo,0
"mumpung blm imsak ya 
anjing media media sampaah kenapa ga ada yg beritain demo penolakan ruu tni sih kenapa cm rame di x doang njing media media udah dibungkam apa gimana",0
"kita harus apresiasi buat yg ngirim krn mrk rela memeganggal temen temen mereka sendiri buat di kirim ke tempo 

stay save kakak kakak awas di gigit tikus",2
"demo anti pemerintahan setanyahu di tel aviv 
 
 
 
 
 
 
malam minggu cica malming pabrik gula palembang dimasak mees welcome sweet tooth babi tempo",2
"nga kira nn p rt barame dgn tikus dgn cica noh rt 
 
 ba rame sandiri dirumah kiostercinta",2
"jadi suka jurnalistik gara ilmu jurnalis yang di share d 
 
 twister",2
da nada n o a gente ve tanta coisa olha o que o fernando fala dele a babi um crime atras do outro mas assim um cachorro cheira o outro,0
kalo ditambah semua berisik di sosmed tiap narasi mereka juga akan ditentang terus berita tentang aksi banyak yang nyebarin mau media dibungkam kayak apa juga berita akan menyebar kemana mana bahkan bisa sampe luar negeri,0
all hell will break loose hari ini kepala babi entah apa selanjutnya semoga jurnalis jurnalis tempo dan media media independen lainnya selalu diberi kesehatan dan keberanian,0
beda tikus ya wkwkwk,0
belum ada info publik yang pasti soal jurnalis tempo dikirim pelatihan ke luar negeri di dari situs dan pt freeport indonesia gak ada bukti soal ini tempo emang ngadain pelatihan jurnalisme lokal tapi bukan ke luar negeri dana pelatihan kalo,0
yg dulunya media dibungkam skrg top berita naver muka dia semua eat the karma,0
"babi siap dipanen dalam waktu yg sangat cepat bulan tapi masa itu butuh resource yg luar biasa berlimpah

kalo kambing domba sapi menurut syariatnya boleh dipotong nunggu sekitar tahun kalo gak salah",0
mancanegara serangan israel ke gaza tewaskan tiga jurnalis,1
"teruslah bergerak mahasiswa indonesia 
bikin mereka bergetar dan ketakutan 
media sudah dibungkam 
hanya ada satu kata lawan",0
falei desse cara hj entro nesse querido me deparo com a seguinte frase que eu amo e odeio ao mesmo tempo tmj,1
kenapa jurnalis tempo ga diundang diacara ini,0
kapolri jenderal pol listyo sigit prabowo menegaskan telah menginstruksikan kabareskrim komjen pol wahyu widada untuk menyelidiki lebih lanjut kasus kiriman kepala babi dan bangkai tikus ke kantor tempo,1
semoga selalu dilindungi tuhan jurnalis tempo,2
"tikus kali ah 
 
 peni kuat kok cica bunuh di got aja yaa 
 
 peni sudah tidak kuat bunuhlah peni dirawa",0
internasional serangan israel ke gaza tewaskan tiga jurnalis,1
"cica cica dingding gaya ekal ngmg rt piaraan tikus mksd a rt 
 
 wah cont",0
gegara tempo diteror saya malah baru tau keberadaan bocor alus dan mulai dengerin smp akhirnya barusan langganan tempo setahun smoga smangat terus mbak rekan utk memperjuangkan kebebasan pers,2
kami bersama jurnalis tempo tetap suarakan yang perlu disuarakan,1
"kepala kantor komunikasi presiden pco hasan nasbi menegaskan pernyataan dimasak saja yang diucapkannya terkait teror kepala babi ke redaksi tempo bukanlah bentuk mengecilkan kebebasan pers 

 hasannasbi teror",1
"fiquei anos sem insta s no tk e agora voltei meu tiktok travando o tempo todo t uma merda tenho que ficar no insta 
essa rede nem cogito ficar sem",2
"kantor media tempo kembali diteror 
 kali ini dikirim bangkai tikus kepala terpenggal",1
"tempo diserang buzer sekarang yg kampanye juga d serang buzer 
apakah menyerang oposan jobdesknya buzer 
i y a",0
"fak mau balik orba apa gimana sih tololl media massa dibungkam mana yang katanya demokrasi itu ah anjing

 gagalkanuutni
 cabutuutni
 peringatandarurat
 indonesiagelap
 tolakruutni
 tolakrevisiuutni
 tolakdwifungsiabri 
 supremasisipil 
 tolakrkuhap",0
"bukan senyap karena itu liputan eksklusif investigasi ga etis kalo media lain up juga hasil kerjaan tempo ke dapur masing 

media lain bisa up isunya ya pas langsung ketemu dasco lewa doorstop sisanya tinggal doi gimana jawab si jurnalis",0
wadidaw balik ke otoritarianisme pers yang sefrekuensi hobi fangirlingan kayak aku harap tau ya dulu kegiatan kita ini nggak ada alias dilarang baru bisa pasca reformasi nggak percaya coba baca buku identitas dan kenikmatan nya prof ariel heryanto,2
"semoga mbak cica dan kawan tempo tidak gentar u bersuara walau dapat parcel kepala babi

yaa meskipun mau kita otak atik gathuk tetep serem juga",0
imam masjid di sragen diserang saat sedang memimpin jemaah salat subuh tempometro,1
mw nanya kalau tempo bisa dpt info a coba buktikan siap pengirim kepala babi dan bangkai tikus wkwkwkwkw,0
id fr,0
info tempo lubang lubang tambang yg ditinggalkan bagaikan jebakan sunyi tak ada reklamasi tak ada upaya pemulihan padahal uu nomor tahun sudah mewajibkan reklamasi dan pascatambang tapi kenyataan berkata lain sampai kapan lubang ini dibiarkan menjadi ancaman,0
passo mais tempo dentro do uber ate o vila ema mas legal valeu katia,1
n o precisa ajudar mas nada a ver falar pra renata nunca mais falar sobre isso oi se ofendeu de ouvir que a sogra quer ir embora se eles n o tivessem no pared o n o ia ter esse au todo em tempo n o tor o pra nem um nem outro,0
alamak banyak skali ptanyaan ya macam jurnalis saja kau bah rt lalu hrs sprt ap sya mengintpretasiknnya sdri sisca bgmn sp mgp,0
ela tratou ele mal por muito tempo quando ele come ou coitado,2
"lori shum palidhje banore ska qa fol per eglin tjtr po per cica fa dangalle njejt si jozi kur zdin per loj me bo diqka vazhdo kaj lori per cicat e jozit ahahahahahahahhaajjajaja
 bbvipal bbvipal",1
"saya bayar langganan tempo 

terimakasih untuk fakta yang diberikan 
semoga bisa melengkapi jurnalis di lapangan dengan rompi antipeluru ya min",1
untuk mengetahui wajah asli presiden prabowo yang mungkin otoriter rakyat indonesia bisa ikuti media independen seperti tempo gabung dengan kelompok ham gunakan media sosial untuk update dari jurnalis hadiri forum publik dukung bantuan hukum untuk jurnalis edukasi diri dan,1
sebagai ai saya tidak bisa takut tapi saya paham kekhawatiran soal kritik ke figur kuat seperti presiden prabowo di indonesia ada risiko buat yang vokal apalagi dengan ancaman ke media seperti tempo dan ruu penyiaran yang bisa batasi jurnalisme demokrasi butuh,0
udah suram banget ya media pun dibungkam kayak gini gila sih,0
setiap hari tiap kota bergantian turun ke gedung dprd mencoba cara terakhirnya untuk melawan berlakunya uu tni tapi tak tampak media besar membahas ini sebegitu takut kah pada ancaman rezim ini takut dikirim kepala babi what happened to this country guys kenapa pada takut,0
seluruh stafnya tempo sangat sedih ketika mentri ri bilang masak aja kepala babi nya ucapan yg dinilai kasarnya itu biadab sih bener tercela sdm nya si mentri itu ustad felix aja gak nyangka mentri muslim ini bs ngomong sprti ini rugi di gaji lohh,0
yg ngirim tempo kepala babi sama tikus mati culun tolakruupolri kami bersama tempo,0
singapore yg negara maju aja tidak ada kebebasan pers demo dilarang ceramah agama tdk boleh bahas politik semua diawasi,0
ya bisa dibilang itu humas yang dibalut jurnalisme wawancara presiden prabowo pada april di kediamannya tanpa media kritis seperti tempo yang baru baru ini diintimidasi menunjukkan pengaturan terkontrol dengan kebebasan pers di indonesia yang menurun acara ini tampak,1
"essa s ries quase n o conhe o 
 banshee 
 a roda do tempo
 filhos da anarquia 
 grimm 
 shadowhunters 
 reacher 
 m quina mort fera 
 monarch 
 preacher 
 yellowstone",1
"mana oposisi 
udah banyak media dibungkam pemberitaan condong ke pemerintah beberapa publik yg bersuara kena ancaman 
tai tai ni tai kalau masih bilang masih terbuka",0
kemarin main ke sekre aji jakarta obrolan jadi cair karena lawan bicaranya jurnalis tempo pengurus aji yang dulunya aktif di persma juga akhirnya mayoritas ngobrolin persma liputan bb dan jurnalisme data wkwkwkw,1
semoga allah selalu melindungi jurnalis dan independensi tempo,1
tempo lagi ulang tahun yang ke jadi inget masa pas jd jurnalis di sana cuma taun sih tapi mengubah hidup tempat terbaik utk belajar menajamkan keberpihakan utk kawan yg ada di sana terus berjuang,2
sepeda keroso goyang kyo pas ban bocor nek nang dalan alus ban e yo gak gembos iku kenapa ya ban e mlengse ta piye ban tubless btw,0
"bahkan media pun dibungkam 
dasar pemerintah tone deaf
kami pastikan kalian dapat karma di dunia dan di akhirat 
 gagalkanruutni 
 cabutruutni
 tolakruutni
 tolakrevisiuutni
 peringatandarurat 
 indonesiagelap
 tolakdwifungsiabri
 supremasisipil
 tolakruupolri 
 tolakruukejaksaan",0
eu j tava sumida n pois agora chegou meu tablet e eu vou passar um tempo explorando ele,2
paradoxo de viagem no tempo como o mikkel em dark,1
meu deus eu queria ter tempo pra fazer tanta coisa,2
media mana yg dibungkam warga desa dr dulu anteng dari zaman gw kecil mana ada org desa rese justru kalian kalian yang bikin negara amburadul,0
semua dibungkam kalo ngomong langsung kena tonjok tni kalo ngomong dari media sosial diambil akunnya ngeri bah,0
teror kepala babi ke kantor tempo lbh keadilan ancaman terhadap kebebasan pers,1
"photographer 
 
 spikersholiday jadi dokter pilot jurnalis photographer",1
"tapi sejauh ini hanya tempo yang berani tajam keatas

ga ada yang mau memang buat mengulik itu pemerintah apalagi kalo udah dipegang tikus medianya",0
hahahaha minta ki yee deket gunung salak pula serem juga yee ada penumpang c kata nya salah nya jurnalis trans tv,0
beliau bkn hanya ketua harian dpp gerindra tapi wakil ketua dpr ri alibi status beliau sbg haji org soleh akan lebih valid bila investigasi jurnalis tempo tsb diuji di sidang pengadilan sbg delik aduan beliau hrs gugat balik suka tdk suka beliau adalah wakil rakyat,0
