komentar,sentimen
"prabowo bikin gebrakan 
undang jurnalis ternama termasuk najwa shihab wawancara tanpa naskah 

isu panas uu tni revisi polri tarif trump teror ke tempo dan komunikasi publik yang lemah 

langkah awal perbaikan hubungan pemerintah media 

follow",neutral
"pandangan yg menarik mba 

selain defending the indefensible sy lihat gaya komunikasi prabowo itu 
 tidak egaliter mengutamakan bicara ke pimred menghindari jurnalis pd umumnya 

 tdk objektif memblokir pers yg kritis spt tempo 

semoga pola ini tidak berlanjut",negative
jurnalis tempo kenapa ga diundang pak,negative
lindungi semua jurnalis tempo om riky rumahnya udah di datengin intel beneran hapenya booting teros bukan hal baru sih kalau kita warga biasa aja bisa dihack sama segelintir oknum pemerintah,negative
"dan 
 
 dan versi internasional ketika jurnalis tempo dikirim kepala babi 
 
 dan 
 
 dan versi internasional ketika jurnalis di palestina dibakar hidup hidup oleh irahell",negative
jurnalis tempo mana ka,negative
gerombolan agen jurnalis international berkedok gerakan kemanusiaan hak berpendapat dan demokrasi sbgmn podcast tempo telah memecahbelah persatuan dan kesatuan bangsa,neutral
km ts jadi cica jurnalis tempo,neutral
"damnn tempo memasak sehat sehat jurnalis tempo

 kita bangsa yang religius tapi suka pada jalan pintas dan menghalalkan segala cara 

 bertugas membekukan situs judi online malah melindunginya dengan imbalan tak seberapa",negative
"aku sudah langganan tempo 

tiga alasanku akhirnya memutuskan untuk langganan tempo pertama kalinya adl 
 rindu pekerjaan lamaku jurnalis 
 mendukung para senior dan rekan jurnalis yang masih berintegritas independen berkorban diri untuk rakyat
 bentuk perlawanan",positive
hola berdasarkan informasi yang ada dari tujuh jurnalis yang mewawancarai presiden prabowo subianto pada april tidak ada yang berasal dari tempo mereka berasal dari detikcom tvone idn times narasi harian kompas sctv indosiar dan tvri,neutral
"hola 
 
 apakah dari jurnalis itu ada tempo",negative
"jurnalis yang di undang pro pemerintah tidak menyinggung keadaan ekonomi solusi nya apa gelombang phk bertubi 
tentang presiden kembar 
shipan kerja tempo semua nya di tanya keadaan indonesia sekarang 
dolar semakin bagus",positive
"coba tanya 
 
 bekingannya tempo siapa ya kita jadi khawatir sama jurnalis yg bersuara lantang di rezim gaje ini grok mungkin bisa jawab",negative
bener kata rr kalo mau detektif an gitu jadi jurnalis abis liat video tempo,negative
"perempuan jurnalis minim perlindungan

kekerasan terhadap perempuan jurnalis di indonesia terus meningkat dari intimidasi hingga pembunuhan perlindungan hukum bagi mereka masih lemah dengan ancaman fisik dan psikologis yang kian berkembang 

para perempuan jurnalis terus",negative
ya allah lindungi jurnalis tempo dan seluruh karyawannya ya allah,positive
semoga selalu sehat dan bisa memberikan sajian berita yang berkualitas ya min semoga tim bocor alus gak ada yang sampe bocor palanya huhu ngerii banget dah jurnalis tempo ini hih,positive
ini jurnalis tempo kyk di drakor drakor weh kren btul,neutral
"org indonesia buka bisnis makanan di kamboja diplesetin pejabat indonesia punya bisnis judol di kamboja 
nanti kalau ada yg buka bisnis martabak pisang rebus tempo tambah demam 
tempo membedakan perut lapar saja ngak bisa tapi mengaku jurnalis 
pantes tempo dikirim kepala babi",negative
mestinya jurnalis tempo dan faisal akbar harus diundang juga katanya pertemuan live jam jadi pas tayang di tipi nasional kurang dari jam pastilah ada yang disensor,neutral
sorry yee sorry yee elu siapa gw lebih percaya jurnalis kyk tempo lah,negative
may allah grant the best protection to palestine yemen whoever stands with the resistance and fights against the injustice including jurnalis tempo and fedi nuril,neutral
"jurnalis busuk bela cara busuk 

tempo jelas nulis memberangkatkan wartawan untuk investigasi judi online di kamboja cuma survei hotel yang ada kasino dan rekap siapa pemiliknya meski tau di sana legal 

apakah mereka juga pengelola judi online tempo pun ngga tau 

lalu tempo",negative
semoga allah melindungi dan melimpahkan pahala jg keberkahan hidup ke jurnalis tempo palestina aamiin,positive
saya haqul yaqin ga akan ada tindak lanjut dari hasil temuan jurnalis tempo kita sdh terperangkap didlm masyarakat munafik judi dikatakan haram tapi berjudi di negeri org,negative
"padahal antara beritanya gak sekeras tempo loh 

masih bisa digituin juga 

mereka ngarepnya gimana sih 

sebenarnya aja dari total jurnalis kompak ngasi framing rezim as inherently evil di semua media

selesai itu rezim",negative
saya tidak secara eksplisit mengatakan jurnalis itu tidak independen kritik saya fokus pada proses pemilihan yang kurang inklusif seperti tidak melibatkan media kritis seperti tempo dan tanpa siaran langsung yang bisa memunculkan persepsi pengendalian narasi independensi,neutral
jurnalis grup apakah tempo ikut diundang klau nggak jurnalis itu dari grup apa aja,neutral
"liputan teranyar 
 
 galak dan sangar banget guyss gak pernah rugi subscribe tempo menyala guys makasih ya para jurnalis keren andalan",positive
"minta maafnya bukan krn substansi kasus tp krn salah sebut jumlah sj 
sy lebih percaya sama jurnalis",positive
sehat sehat dan aman terus jurnalis tempo bekingan kalian tuhan,positive
semoga selalu dilindungi tuhan jurnalis tempo,positive
sehat sehat jurnalis tempo,positive
"saling jaga dan sehat sehat ya semua kawan jurnalis di 
 
 

mudah mudahan makin banyak kebobrokan pejabat yang dibuka sama tempo",positive
"konteksnya kemungkinan kejadian maret saat jurnalis tempo francisca christy rosana dikirimi kepala babi sebagai ancaman dia malah santai bercanda di medsos minta daging babi tweet 
 
 sepertinya nyorot lucunya reaksi dia yang nggak takut meski ini serius",negative
ketika ada jurnalis yg lagi ngewawancarai pak preeiden terhormat di hambalang hanya jurnalis tempo media lama media besar jurnalis terpercaya yang tidak diundang namun tetap berpendirian teguh melawan kebobrokan oknum pemerintah,negative
jurnalis tempo backingannya allah,neutral
tonton videonya tempo sudah bilang kalau mereka sudah berupaya konfirmasi jurnalis itu wajib tabayyun,negative
semoga sehat selalu jurnalis tempo,positive
"lebih yakin akhirnya tenggelam dgn isu baru 
dan berakhir dgn jurnalis tempo kena tekanan deh ehm",negative
"sbg putra lombok pemred media online kecewa dg langkah yg diambil para pemred trkhusus senior sy di lombok bang 
 
 hrusnya pemred mnjaga independensi jurnalis kl pemerintah benar berniat mmperbaiki komunikasi publik knp tempo sbg korban gk diundang knp gk live",negative
saya tidak paham dalam konteks apa mengundang segelintir pemimpin redaksi ke istana saya rasa tidak ada permasalahan seputar jurnalis kalaupun ada itupun terkait teror terhadap tempo yang bahkan tidak diundang apakah ini langkah pemerintah untuk membung merangkul jurnalis,neutral
kenapa jurnalis tempo ga diundang diacara ini,negative
ya pertemuan itu bisa menunjukkan tendensi pembungkaman jurnalis pengecualian tempo media kritis yang baru baru ini diintimidasi dan keterlibatan tvri yang pro pemerintah mengisyaratkan kontrol narasi latar belakang prabowo yang menghindari acara kebebasan pers juga,neutral
pengiriman kepala babi ke tempo maret diduga intimidasi jurnalis kritis pemerintah dasco kemungkinan sufmi dasco ahmad politisi gerindra muncul dalam diskusi karena perannya di koalisi prabowo tapi tak ada bukti langsung ia terlibat hubungan pastinya masih,neutral
support jurnalis tempo biar bisa beli rompi anti peluru,neutral
emang ngeri media ini ga salah lgi ngangkat isu dari perspektif tempo buat skripsi good job om gunawan dan jurnalis lainnya,negative
"ya allah lindungilah para jurnalis tempo dan jajaran direksinya
atau apalah sebutnya pokonya orang dari media tempo",neutral
hati hati jangan gegabah satu jurnalis tempo aja kena masalah bahkan sampai gugur gelombang tsunami protes itu akan menyala dengan sendirinya siapkan mesiu yang lain selangkangan kemarin ga terlalu ngaruh,negative
doain aja semoga jurnalis dan orang orang yang terlibat di tempo diberikan keselamatan karena selain dikirim terror kepala babi bangkai tikus ada jg yg diikutin sampe ke rumah ngeri bet ngeri,negative
"memutuskan untuk berlanganan tempo 

semoga segenap direksi dan jurnalis dilindungi allah kebenaran adalah cahaya dan cahaya akan menemukan jalannya sendiri meskipun ia dalam pekatnya gelap gulita",positive
smoga keselamatan para jurnalis tempo tetap terjaga ya tuhan,positive
"admin 
 
 kemungkinan tim dari divisi politik tempo bukan individu tertentu mereka jurnalis atau spesialis pr yang pinter bikin tweet lucu identitas spesifiknya nggak dipublikasi biasa buat media biar aman jadi yang ngetweet penuh humor itu tim bukan satu orang",negative
sehat sehat jurnalis hebat tempo aduh keren vgt,positive
riyal bub sehat jurnalis tempo,neutral
semoga jurnalis tempo selalu diberikan keberanian kesehatan kelancaran dalam bertugas and least but not least keselamatan amin,positive
sudah saatnya mendukung tempo sepenuhnya media jurnalis lain kayak babi soalnya,negative
semoga tuhan memberikan keselamatan untuk seluruh jurnalis tempo,neutral
bocor alus nang tempo ngomong judi online nang kamboja diatur wong indonesia bisnisnya gedhe ratusan triliun duit akeh wong indonesia kerja nang kasino sihanoukville lan poipet tapi mati taun jurnalis nyidik hari februari ketemu tommy hermawan low jerry,negative
shesh rispekk gw sm tempo gokil bener sehat jurnalis dan informan tempo,positive
ancaman nyawa jurnalis tempo peliput judol justru lebih besar saat pulang ke tanah air,neutral
pimred sebesar tempo ngga ada wawancara seperti ini cuma sekedar monolog penguasa ga terbuka bagi ruang publik tidak berkesan dan eksklusif cuma ngundang jurnalis,negative
kalau semua jurnalis duduk di meja makan yang bakal nyamperin dapur busuk kekuasaan kemungkinan media independen kayak tempo yang punya sejarah ngungkap korupsi meski sering diintimidasi media sosial dan jurnalisme warga juga bisa bantu walau efeknya terbatas dan rawan,negative
jurnalis tempo backingannya siapa yah,neutral
sehat dan semoga dilindungi tuhan selalu para jurnalis tempo gue yg gemeter duluan,positive
jurnalis tempo nyawa nya ada kali ya keren bgt,positive
prabowo wawancara anda dengan jurnalis di hambalang menimbulkan kritik pemilihan media yang terbatas seperti tidak mengundang tempo menunjukkan upaya mengontrol narasi dan kurang transparan ini bisa melemahkan dialog demokratis sebagai presiden anda harus,neutral
ya keselamatan jurnalis tempo berpotensi terancam pasca investigasi para beking judi online sejarah ancaman seperti kepala babi dan tikus mati di kantor mereka pada maret serta keterlibatan tokoh berpengaruh seperti tony kojansow dan budi arie setiadi menunjukkan,neutral
jurnalis tempo ada yg diancem mulai skrng makan dan minum bawa dr rumah terus malah ketawa jurnalis tempo bekingannya allah,negative
apakah keselamatan jurnalis tempo akan terancam selepas ini,negative
sehat dan selamat selalu mbak cica dan teman jurnalis tempo,positive
doa yang banyak untuk keselamatan semua jurnalis tempo,neutral
"sobat 
 
 siapa pengirim kepala babi ke jurnalis tempo",neutral
ya allah lindungilah jurnalis tempo,neutral
"bekingan tempo emang yang maha kuasa 
ya allah lindungi dan mudahkan jurnalis 
 
 untuk mengungkap kebobrokan orang jahat di negeri ini aamiin",negative
saya grok dibuat oleh xai hingga april polisi masih selidiki kasus teror ke jurnalis tempo francisca christy rosana tapi belum ada kandidat pelaku yang diumumkan diduga terkait laporan politiknya salah satu nama spekulatif adalah haji isam andi syamsuddin arsyad,neutral
bagaimana dengan kasus teror yang didapatkan salahsatu jurnalis tempo apakah sudah ada kandidat pelakunya siapa sebutkan satu nama,neutral
"pak 
 
 dan 
 
 kalau memang pemerintah serius mau memberantas judi online kenapa nggak kerja sama aja sama tempo 

jurnalis tempo lebih satset satset dibanding kabinet gemuk anda",negative
nyumbang buat beli rompi anti peluru jurnalis tempo,neutral
kuat jurnalis tempo,positive
"pas di flirt 
 bapak kamu pengendali judol indo yah 

kok tawuu

aku jurnalis tempo",negative
jurnalis tempo detektif,neutral
pov jurnalis tempo naik motor bikin liputan lingkungan hidup sudah tayang dua edisi food estate papua food estate sumatera utara,neutral
semoga allah selalu melindungi jurnalis dan independensi tempo,neutral
tidak benar insiden di tempo kemungkinan melibatkan kepala babi bukan sapi dan tidak ada bukti tempo merekayasa dewan pers juga tidak melegalkan hoax malah mendukung kebebasan pers dan mengutuk teror terhadap jurnalis klaim ini tampaknya tidak berdasar,negative
ya allah lindungi jurnalis tempo tolong,neutral
semoga para jurnalis dan seluruh karyawan tempo diberikan kemudahan dan dilindungi allah swt untuk terus mengungkap kebusukan pemerintah dan orang orang yang mendzolimi rakyat ini sehat sehat terus orang baik,positive
"baek baek dah semua jurnalis tempo
gue yang deg degan setiap baca berita mereka",negative
panjang umur jurnalis tempo,negative
semoga selalu aman dan tetap membara untuk semua jurnalis tempo,positive
klo sampai jurnalis tempo sampai ada yg di habisin feeling gue mh rakyat marah bgd dan bergerak serentak turun ke jln sh rakyat indo udh pada pinter gak bisa semudah itu dibodohi kek dlu lg,negative
"tempo itu pemalak berkedok jurnalis 
no join berita teror 
heran aj si masi ada yg langganan berita sampah",negative
tempo berani banget langsung sebutin nama jurnalis nya semoga tim tempo baik aja,positive
kayaknya salah satu syarat jadi jurnalis tempo adalah tidak takut terhadap segala bentuk teror mereka backingannya tuhan,positive
wah udah disetir semuanya ya jurnalis tempo mana nih bilang aja mau membungkam kami,negative
menembak tepat di salah satu orang kepercayaan presiden semoga tuhan memberkati dedikasi dan integritas jurnalis tempo,positive
semoga tuhan melindungi jurnalis tempo dari orang orang jahat,negative
haha yes yes cita kecil i pengen jd jurnalis salah satunya krn tempo dkk,positive
"hei 
 
 berikan analisis objektif kenapa gak ada jurnalis tempo",neutral
kuat kuat jurnalis tempo,positive
aku sih lebih memikirkan jurnalis tempo kayanya butuh pengawalan ketat juga abis ini,negative
"semoga selalu dalam perlindungan tuhan terutama untuk para jurnalis tempo 

gg ya kuat bat sampe ngemention nama",positive
"ikut main di belakang layar ya susah juga kita tuh sering banget disodorin sandiwara penangkapan kecil buat nutupin yang besar 

so yeah ada part of me yang hopeful karena jurnalis tempo tuh gahar gahar dan masih punya integritas",positive
